AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,URL,FORM,TYPE,SCHOOL,TIMEFRAME
"DUJARDIN, Karel","(b. 1622, Amsterdam, d. 1678, Venezia)",Pallas Athene Visits Invidia,1652,"Oil on wood, 27 x 21 cm","Akademie der bildenden Künste, Vienna",https://www.wga.hu/html/d/dujardin/pallas_a.html,painting,mythological,Dutch,1651-1700
"DUJARDIN, Karel","(b. 1622, Amsterdam, d. 1678, Venezia)",A Party of Charlatans in an Italian Landscape,1657,"Oil on canvas, 45 x 52 cm","Musée du Louvre, Paris",https://www.wga.hu/html/d/dujardin/party_ch.html,painting,genre,Dutch,1651-1700
"DUJARDIN, Karel","(b. 1622, Amsterdam, d. 1678, Venezia)",Tobias and the Angel with the Fish,1664-65,"Oil on canvas, 85 x 65 cm","Szépmûvészeti Múzeum, Budapest",https://www.wga.hu/html/d/dujardin/tobias.html,painting,religious,Dutch,1651-1700
"DUJARDIN, Karel","(b. 1622, Amsterdam, d. 1678, Venezia)",Woman Milking a Red Cow,1655-59,"Oil on canvas, 66 x 59 cm","Nationalmuseum, Stockholm",https://www.wga.hu/html/d/dujardin/wmilking.html,painting,genre,Dutch,1651-1700
"DUMONSTIER, Daniel","(b. 1574, Paris, d. 1645, Paris)",Portrait of a Man,-,Chalk drawing on paper,"École Nationale Supérieure des Beaux-Arts, Paris",https://www.wga.hu/html/d/dumonsti/daniel/portrait.html,graphics,portrait,French,1601-1650
"DUMONSTIER, Pierre","(b. ca. 1540, d. 1625, Paris)",Double Portrait of Etienne and Pierre Dumoustier,c. 1570,"Black chalk, 225 x 310 mm","The Hermitage, St. Petersburg",https://www.wga.hu/html/d/dumonsti/pierre/double_p.html,graphics,portrait,French,1551-1600
"DUMONSTIER, Pierre","(b. ca. 1540, d. 1625, Paris)","Filippo di Piero Strozzi, in Armour with the Order of Saint Michel",c. 1580,"Oil on canvas, 115 x 88 cm",Private collection,https://www.wga.hu/html/d/dumonsti/pierre/strozzi.html,painting,portrait,French,1551-1600
"DUMONSTIER, Pierre","(b. ca. 1540, d. 1625, Paris)",Portrait of a Young Man,1570-75,"Oil on canvas, 32 x 19 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/d/dumonsti/pierre/youngman.html,painting,portrait,French,1551-1600
"DUMONT, Augustin-Alexandre","(b. 1801, Paris, d. 1884, Paris)",François I,1837-39,"Marble, height 207 cm","Musée National du Château, Versailles",https://www.wga.hu/html/d/dumont/augustin/francois.html,sculpture,portrait,French,1801-1850
"DUMONT, François","(b. ca. 1687, Paris, d. 1726, Lille)",Tomb of the Demoiselles Bonnier,1719,Marble,"Musée Fabre, Montpellier",https://www.wga.hu/html/d/dumont/francois/bonnier.html,sculpture,religious,French,1701-1750
"DUMONT, François","(b. 1751, Lunéville, d. 1831, Paris)",Portrait of Monsieur Audoy,1794-95,"Watercolour and bodycolour on ivory, gilt-metal mount, turned wood frame, diameter 76 mm",Private collection,https://www.wga.hu/html/d/dumont_f/audoy.html,painting,portrait,French,1751-1800
"DUMONT, François","(b. 1751, Lunéville, d. 1831, Paris)",Marguerite Gérard,1793,"Ivory, 16 x 12 cm","Wallace Collection, London",https://www.wga.hu/html/d/dumont_f/gerard.html,painting,portrait,French,1751-1800
"DUMONT, François","(b. 1751, Lunéville, d. 1831, Paris)",Portrait of a Lady as Hebe,c. 1797,"Watercolour and bodycolour on ivory, ormolu frame, diameter 79 mm",Private collection,https://www.wga.hu/html/d/dumont_f/portlady.html,painting,portrait,French,1751-1800
"DUMONT, Jacques","(b. 1701, Paris, d. 1781, Paris)",The Sacrament of Confirmation,-,"Oil on canvas, 113 x 144 cm",Private collection,https://www.wga.hu/html/d/dumont/jacques/confirma.html,painting,religious,French,1701-1750
"DUNOUY, Alexandre Hyacinthe","(b. 1757, Paris, d. 1841, Paris)",View from a Window of the Boulevard de la Madeleine in Paris,-,"Oil on panel, 20 x 27 cm",Private collection,https://www.wga.hu/html/d/dunouy/viewindo.html,painting,landscape,French,1801-1850
"DUPÉRAC, Etienne","(b. ca. 1525, Bordeaux, d. 1601, Paris)",Design for the Capitoline Hill,1568,Engraving,"British Museum, London",https://www.wga.hu/html/d/duperac/1campid2.html,graphics,study,French,1551-1600
"DUPÉRAC, Etienne","(b. ca. 1525, Bordeaux, d. 1601, Paris)",Project for St Peter's in Rome,1547,"Engraving, 339 x 458 mm","Graphische Sammlung Albertina, Vienna",https://www.wga.hu/html/d/duperac/3spietr1.html,graphics,other,French,1551-1600
"DUPÉRAC, Etienne","(b. ca. 1525, Bordeaux, d. 1601, Paris)",Project for St Peter's in Rome,1547,"Engraving, 331 x 464 mm","Graphische Sammlung Albertina, Vienna",https://www.wga.hu/html/d/duperac/3spietr2.html,graphics,other,French,1551-1600
"DUPLESSIS, Joseph-Siffred","(b. 1725, Carpentras, d. 1802, Versailles)",Portrait of the Comte d'Angiviller,1779,"Oil on canvas, 144 x 106 cm","Musée National du Château, Versailles",https://www.wga.hu/html/d/duplessi/angivill.html,painting,portrait,French,1751-1800
"DUPLESSIS, Joseph-Siffred","(b. 1725, Carpentras, d. 1802, Versailles)",Portrait of Monsieur de Buissy,c. 1780,"Oil on canvas, 116 x 89 cm","National Gallery of Canada, Ottawa",https://www.wga.hu/html/d/duplessi/debuissy.html,painting,portrait,French,1751-1800
"DUPLESSIS, Joseph-Siffred","(b. 1725, Carpentras, d. 1802, Versailles)",Portrait of Benjamin Franklin,c. 1779,"Oil on canvas, 73 x 59 cm",Private collection,https://www.wga.hu/html/d/duplessi/frankli.html,painting,portrait,French,1751-1800
"DUPLESSIS, Joseph-Siffred","(b. 1725, Carpentras, d. 1802, Versailles)",Portrait of Benjamin Franklin,1778,"Oil on canvas, 74 x 59 cm",Private collection,https://www.wga.hu/html/d/duplessi/franklin.html,painting,portrait,French,1751-1800
"DUPLESSIS, Joseph-Siffred","(b. 1725, Carpentras, d. 1802, Versailles)",Cristoph Wilibald von Gluck at the Spinet,1775,"Oil on canvas, 99,5 x 80,5 cm","Kunsthistorisches Museum, Vienna",https://www.wga.hu/html/d/duplessi/gluck.html,painting,portrait,French,1751-1800
"DUPLESSIS, Joseph-Siffred","(b. 1725, Carpentras, d. 1802, Versailles)",Landscape in Blue Monochrome,1780s,Wood,"Pharmacy of Hôtel-Dieu Hospital, Carpentras",https://www.wga.hu/html/d/duplessi/monochro.html,painting,landscape,French,1751-1800
"DUPLESSIS, Joseph-Siffred","(b. 1725, Carpentras, d. 1802, Versailles)","Christophe Gabriel Allegrain, Sculptor",1774,"Oil on canvas, 130 x 97 cm","Musée du Louvre, Paris",https://www.wga.hu/html/d/duplessi/sculptor.html,painting,portrait,French,1751-1800
"DUPRÉ, Giovanni","(b. 1817, Siena, d. 1882, Firenze)",Abel Defeated,1844,"Marble, 226 x 73 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/d/dupre/abel.html,sculpture,religious,Italian,1801-1850
"DUPRÉ, Giovanni","(b. 1817, Siena, d. 1882, Firenze)",Abel Defeated,1846-51,"Bronze, 226 x 73 cm","Galleria Palatina (Palazzo Pitti), Florence",https://www.wga.hu/html/d/dupre/abel_def.html,sculpture,religious,Italian,1801-1850
"DUPRÉ, Giovanni","(b. 1817, Siena, d. 1882, Firenze)",Cain,1846,"Marble, height 192 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/d/dupre/cain.html,sculpture,religious,Italian,1801-1850
"DUPRÉ, Giovanni","(b. 1817, Siena, d. 1882, Firenze)",Cain (detail),1846,Marble,"The Hermitage, St. Petersburg",https://www.wga.hu/html/d/dupre/cain1.html,sculpture,religious,Italian,1801-1850
"DUPRÉ, Giovanni","(b. 1817, Siena, d. 1882, Firenze)",Cain,1846,Bronze,"Galleria Palatina (Palazzo Pitti), Florence",https://www.wga.hu/html/d/dupre/cain2.html,sculpture,religious,Italian,1801-1850
"DUPRÉ, Giovanni","(b. 1817, Siena, d. 1882, Firenze)",Beatrice and Dante,1843,Marble,"Galleria Chigi-Saracini, Siena",https://www.wga.hu/html/d/dupre/dante.html,sculpture,mythological,Italian,1801-1850
"DUPRÉ, Jules","(b. 1811, Nantes, d. 1889, L'Isle-Adam)",The Barnyard,1843,"Oil on canvas, 57 x 90 cm",Private collection,https://www.wga.hu/html/d/dupre_j/barnyard.html,painting,landscape,French,1851-1900
"DUPRÉ, Jules","(b. 1811, Nantes, d. 1889, L'Isle-Adam)",Forest Landscape,1840-42,"Oil on canvas, 39 x 58 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/d/dupre_j/forestla.html,painting,landscape,French,1851-1900
"DUPRÉ, Jules","(b. 1811, Nantes, d. 1889, L'Isle-Adam)",Landscape with Cows,1870s,"Oil on canvas, 54 x 74 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/d/dupre_j/landcows.html,painting,landscape,French,1851-1900
"DUPRÉ, Jules","(b. 1811, Nantes, d. 1889, L'Isle-Adam)",A Quiet Afternoon,-,"Oil on panel, 23 x 33 cm",Private collection,https://www.wga.hu/html/d/dupre_j/quiet.html,painting,landscape,French,1851-1900
"DUPRÉ, Jules","(b. 1811, Nantes, d. 1889, L'Isle-Adam)",Seascape at Cayeux,c. 1870,"Oil on canvas, 72 x 85 cm",Private collection,https://www.wga.hu/html/d/dupre_j/seascape.html,painting,landscape,French,1851-1900
"DUPRÉ, Julien","(b. 1851, Paris, d. 1910, Paris)",Children Feeding Geese,1881,"Oil on canvas, 82 x 65 cm","Museum of Fine Arts, Boston",https://www.wga.hu/html/d/dupre_ju/children.html,painting,genre,French,1851-1900
"DUPRÉ, Julien","(b. 1851, Paris, d. 1910, Paris)",Haymaking,1892,"Oil on canvas, 81 x 65 cm","Museum of Fine Arts, Boston",https://www.wga.hu/html/d/dupre_ju/haymakin.html,painting,genre,French,1851-1900
"DUPRÉ, Julien","(b. 1851, Paris, d. 1910, Paris)",The Milkmaid,-,"Oil on canvas, 47 x 56 cm",Private collection,https://www.wga.hu/html/d/dupre_ju/milk_mai.html,painting,genre,French,1851-1900
"DUPRÉ, Julien","(b. 1851, Paris, d. 1910, Paris)",The Milkmaid,-,"Oil on canvas, 39 x 55 cm",Private collection,https://www.wga.hu/html/d/dupre_ju/milkmaid.html,painting,genre,French,1851-1900
"DUPRÉ, Julien","(b. 1851, Paris, d. 1910, Paris)",A Moment's Rest,-,"Oil on canvas, 38 x 56 cm",Private collection,https://www.wga.hu/html/d/dupre_ju/rest.html,painting,genre,French,1851-1900
"DUPRÉ, Julien","(b. 1851, Paris, d. 1910, Paris)",Young Woman Watering Cattle,1880s,"Oil on canvas, 38 x 55 cm","Museum of Fine Arts, Boston",https://www.wga.hu/html/d/dupre_ju/watering.html,painting,genre,French,1851-1900
"DUPRÉ, Julien","(b. 1851, Paris, d. 1910, Paris)",The Young Shepherdess,-,"Oil on canvas, 38 x 46 cm",Private collection,https://www.wga.hu/html/d/dupre_ju/younshep.html,painting,genre,French,1851-1900
"DUPRÉ, Louis","(b. 1789, Versailles, d. 1837, Paris)",The Consul Louis Fauvel Painting,1819-20,"Oil on canvas, 55 x 62 cm",Private collection,https://www.wga.hu/html/d/dupre_l/consul.html,painting,portrait,French,1801-1850
"DUPUIS, Nicolas-Gabriel","(b. ca. 1698, Paris, d. 1771, Paris)",Equestrian Statue of Louis XV at Bordeaux,1743,Engraving,"Bibliothèque Nationale, Paris",https://www.wga.hu/html/d/dupuis/louis15.html,graphics,portrait,French,1701-1750
"DUPUYS, Pierre","(b. 1610, Montfort l'Amaury, d. 1682, Paris)",Basket of Grapes,-,"Oil on canvas, 50 x 60 cm","Musée du Louvre, Paris",https://www.wga.hu/html/d/dupuys/grapes.html,painting,still-life,French,1651-1700
"DUPUYS, Pierre","(b. 1610, Montfort l'Amaury, d. 1682, Paris)",Plums and Peaches on a Table,1650,"Oil on canvas, 51 x 60 cm","Musée du Louvre, Paris",https://www.wga.hu/html/d/dupuys/plums.html,painting,still-life,French,1651-1700
"DUQUE CORNEJO, Pedro","(b. 1678, Sevilla, d. 1757, Córdoba)",Sagrario (detail),c. 1720,Stucco,"Carthusian monastery, El Paular",https://www.wga.hu/html/d/duque/paular1.html,sculpture,other,Spanish,1701-1750
"DUQUE CORNEJO, Pedro","(b. 1678, Sevilla, d. 1757, Córdoba)",Sagrario (detail),c. 1720,Stucco,"Carthusian monastery, El Paular",https://www.wga.hu/html/d/duque/paular2.html,sculpture,other,Spanish,1701-1750
"DUQUESNEY, François-Alexandre","(b. 1790, Paris, d. 1849, Paris)",General view,1847-52,Photo,"Gare de l'Est, Paris",https://www.wga.hu/html/d/duquesne/garelest.html,architecture,other,French,1801-1850
"DUQUESNOY, François","(b. 1597, Bruxelles, d. 1643, Livorno)",Epitaph of Adriaen Vryburch,1629,Marble,"Santa Maria dell'Anima, Rome",https://www.wga.hu/html/d/duquesno/francois/anima1.html,sculpture,religious,Flemish,1601-1650
"DUQUESNOY, François","(b. 1597, Bruxelles, d. 1643, Livorno)",Epitaph of Ferdinand van den Eynde,1633,Marble,"Santa Maria dell'Anima, Rome",https://www.wga.hu/html/d/duquesno/francois/anima2.html,sculpture,religious,Flemish,1601-1650
"DUQUESNOY, François","(b. 1597, Bruxelles, d. 1643, Livorno)",Bacchanalia of Putti,1630,Marble,"Galleria Spada, Rome",https://www.wga.hu/html/d/duquesno/francois/bacchana.html,sculpture,mythological,Flemish,1601-1650
"DUQUESNOY, François","(b. 1597, Bruxelles, d. 1643, Livorno)",Cardinal Maurizio of Savoy,1635,Marble,"Galleria Sabauda, Turin",https://www.wga.hu/html/d/duquesno/francois/cardina.html,sculpture,religious,Flemish,1601-1650
"DUQUESNOY, François","(b. 1597, Bruxelles, d. 1643, Livorno)",Cardinal Maurizio of Savoy,c. 1634,Marble,"Galleria Sabauda, Turin",https://www.wga.hu/html/d/duquesno/francois/cardinal.html,sculpture,portrait,Flemish,1601-1650
"DUQUESNOY, François","(b. 1597, Bruxelles, d. 1643, Livorno)",Apollo and Cupid,1635-40,"Bronze, light brown lacquer patina, height 66 cm","Liechtenstein Museum, Vienna",https://www.wga.hu/html/d/duquesno/francois/cupid1.html,sculpture,mythological,Flemish,1601-1650
"DUQUESNOY, François","(b. 1597, Bruxelles, d. 1643, Livorno)",Mercury,1630s,"Bronze, light brown lacquer patina, height 63 cm","Liechtenstein Museum, Vienna",https://www.wga.hu/html/d/duquesno/francois/cupid2.html,sculpture,mythological,Flemish,1601-1650
"DUQUESNOY, François","(b. 1597, Bruxelles, d. 1643, Livorno)",Epitaph of Ferdinand van den Eynde,1633,Marble,"Santa Maria dell' Anima, Rome",https://www.wga.hu/html/d/duquesno/francois/epitaph.html,sculpture,religious,Flemish,1601-1650
"DUQUESNOY, François","(b. 1597, Bruxelles, d. 1643, Livorno)",Rondanini Faun,1625-30 (restored),"Marble, height 175 cm (without plinth)","British Museum, London",https://www.wga.hu/html/d/duquesno/francois/ron_faun.html,sculpture,mythological,Flemish,1601-1650
"DUQUESNOY, François","(b. 1597, Bruxelles, d. 1643, Livorno)",St Andrew,1629-33,"Marble, height 450 cm","Basilica di San Pietro, Vatican",https://www.wga.hu/html/d/duquesno/francois/s_andrew.html,sculpture,religious,Flemish,1601-1650
"DUQUESNOY, François","(b. 1597, Bruxelles, d. 1643, Livorno)",Sleeping Silenus,c. 1620,Bronze,"Rubenshuis, Antwerp",https://www.wga.hu/html/d/duquesno/francois/silenus.html,sculpture,mythological,Flemish,1601-1650
"DUQUESNOY, François","(b. 1597, Bruxelles, d. 1643, Livorno)",St Susanna,1630-33,Marble,"Santa Maria di Loreto, Rome",https://www.wga.hu/html/d/duquesno/francois/susanna.html,sculpture,religious,Flemish,1601-1650
"DUQUESNOY, François","(b. 1597, Bruxelles, d. 1643, Livorno)",St Susanna (detail),1630-33,Marble,"Santa Maria di Loreto, Rome",https://www.wga.hu/html/d/duquesno/francois/susanna1.html,sculpture,religious,Flemish,1601-1650
"DUQUESNOY, François","(b. 1597, Bruxelles, d. 1643, Livorno)",Victory of Sacred over Profane Love,1630,Marble,"Galleria Spada, Rome",https://www.wga.hu/html/d/duquesno/francois/victory.html,sculpture,mythological,Flemish,1601-1650
"DUQUESNOY, Jérôme, the Elder","(b. ca. 1570, Le Quesnoy, d. 1641, Brussel)",Manneken Pis,1619,"Bronze, height 61 cm","Near the Grande Place, Brussels",https://www.wga.hu/html/d/duquesno/jerome1/manneken.html,sculpture,genre,Flemish,1601-1650
"DUQUESNOY, Jérôme, the Elder","(b. ca. 1570, Le Quesnoy, d. 1641, Brussel)",Tabernacle,1604,Marble,"Sint-Martinuskerk, Aalst",https://www.wga.hu/html/d/duquesno/jerome1/tabernac.html,sculpture,religious,Flemish,1601-1650
"DUQUESNOY, Jérôme, the Younger","(b. 1602, Brussel, d. 1654, Brussel)",Christ,-,Ivory,"Church of the Beguinage, Mechelen",https://www.wga.hu/html/d/duquesno/jerome2/christ.html,sculpture,religious,Flemish,1601-1650
"DUQUESNOY, Jérôme, the Younger","(b. 1602, Brussel, d. 1654, Brussel)",St Thomas,1644,Marble,"Sint-Michielskathedraal, Brussels",https://www.wga.hu/html/d/duquesno/jerome2/thomas.html,sculpture,religious,Flemish,1601-1650
"DUQUESNOY, Jérôme, the Younger","(b. 1602, Brussel, d. 1654, Brussel)",Tomb of Antonius Triest,1651,Marble,"Cathedral of St Bavo, Ghent",https://www.wga.hu/html/d/duquesno/jerome2/tomb1.html,sculpture,religious,Flemish,1601-1650
"DUQUESNOY, Jérôme, the Younger","(b. 1602, Brussel, d. 1654, Brussel)",Tomb of Antonius Triest,1651,Marble,"Cathedral of St Bavo, Ghent",https://www.wga.hu/html/d/duquesno/jerome2/tomb2.html,sculpture,religious,Flemish,1601-1650
"DUQUESNOY, Jérôme, the Younger","(b. 1602, Brussel, d. 1654, Brussel)",Tomb of Antonius Triest (detail),1651,Marble,"Cathedral of St Bavo, Ghent",https://www.wga.hu/html/d/duquesno/jerome2/tomb3.html,sculpture,religious,Flemish,1601-1650
"DUQUESNOY, Jérôme, the Younger","(b. 1602, Brussel, d. 1654, Brussel)",Tomb of Antonius Triest (detail),1651,Marble,"Cathedral of St Bavo, Ghent",https://www.wga.hu/html/d/duquesno/jerome2/tomb4.html,sculpture,religious,Flemish,1601-1650
"DUQUESNOY, Jérôme, the Younger","(b. 1602, Brussel, d. 1654, Brussel)",Tomb of Antonius Triest (detail),1651,Marble,"Cathedral of St Bavo, Ghent",https://www.wga.hu/html/d/duquesno/jerome2/tomb5.html,sculpture,religious,Flemish,1601-1650
"DURAMEAU, Louis-Jean-Jacques","(b. 1733, Paris, d. 1796, Versailles)",Presumed Portrait of Joseph Pellerin,1768,Black chalk and pastel,"Institut Néerlandais, Paris",https://www.wga.hu/html/d/durameau/pellerin.html,graphics,portrait,French,1751-1800
"DURAMEAU, Louis-Jean-Jacques","(b. 1733, Paris, d. 1796, Versailles)",Profile Study of a Bearded Man,-,"Oil on paper mounted on canvas, 55 x 41 cm",Private collection,https://www.wga.hu/html/d/durameau/study.html,painting,study,French,1751-1800
"DURAND, Asher Brown","(b. 1796, Springfield Township, d. 1886, Maplewood)",Kindred Spirits,1849,"Oil on canvas, 117 x 92 cm",Private collection,https://www.wga.hu/html/d/durand/spirits.html,painting,landscape,American,1801-1850
"DURAND, Asher Brown","(b. 1796, Springfield Township, d. 1886, Maplewood)",A Stream in the Wood,1865,"Oil on canvas, 102 x 82 cm","Museo Thyssen-Bornemisza, Madrid",https://www.wga.hu/html/d/durand/stream.html,painting,landscape,American,1801-1850
"DURAND-BRAGER, Jean Baptiste Henri","(b. 1814, Dol-de-Bretagne, d. 1879, Paris)",Bosphorus in Istanbul,1871,"Oil on cradled panel, 62 x 104 cm",Private collection,https://www.wga.hu/html/d/durand_b/bosphoru.html,painting,landscape,French,1851-1900
"DURAND-BRAGER, Jean Baptiste Henri","(b. 1814, Dol-de-Bretagne, d. 1879, Paris)",Dutch Barges Running Inshore,-,"Oil on canvas, 41 x 71 cm",Private collection,https://www.wga.hu/html/d/durand_b/dutchbar.html,painting,landscape,French,1851-1900
"DURAND-BRAGER, Jean Baptiste Henri","(b. 1814, Dol-de-Bretagne, d. 1879, Paris)",The Magenta,1864,Oil on canvas,"Musée Thomas-Henry, Cherbourg-Octeville",https://www.wga.hu/html/d/durand_b/magenta.html,painting,landscape,French,1851-1900
"DURANTINO, Guido",(active 1519-1576 in Urbino),Plate,-,"Maiolica, diameter 44 cm","Musée du Louvre, Paris",https://www.wga.hu/html/d/durantin/plate.html,ceramics,other,Italian,1551-1600
"DÜRER, Albrecht","(b. 1471, Nürnberg, d. 1528, Nürnberg)",Portrait of Barbara Dürer,1490,"Oil on pine panel, 47 x 38 cm","Germanisches Nationalmuseum, Nuremberg",https://www.wga.hu/html/d/durer/1/01/01mother.html,painting,portrait,German,1501-1550
"DÜRER, Albrecht","(b. 1471, Nürnberg, d. 1528, Nürnberg)",Portrait of Dürer's Father,1490,"Oil on panel, 48 x 40 cm","Galleria degli Uffizi, Florence",https://www.wga.hu/html/d/durer/1/01/02father.html,painting,portrait,German,1501-1550
"DÜRER, Albrecht","(b. 1471, Nürnberg, d. 1528, Nürnberg)",Alliance Coat of Arms of the Dürer and Holper Families,1490,"Oil on panel, 47 x 39 cm","Galleria degli Uffizi, Florence",https://www.wga.hu/html/d/durer/1/01/03coatar.html,painting,other,German,1501-1550
"DÜRER, Albrecht","(b. 1471, Nürnberg, d. 1528, Nürnberg)",Self-portrait at 22,1493,"Oil on linen, transferred from vellum, 57 x 45 cm","Musée du Louvre, Paris",https://www.wga.hu/html/d/durer/1/01/04self22.html,painting,portrait,German,1501-1550
"DÜRER, Albrecht","(b. 1471, Nürnberg, d. 1528, Nürnberg)",Christ as the Man of Sorrows,c. 1493,"Oil on panel, 30 x 19 cm","Staatliche Kunsthalle, Karlsruhe",https://www.wga.hu/html/d/durer/1/01/05sorrow.html,painting,religious,German,1501-1550
